# FEAT_ID     Feature Postfix Expression (RPN)
0             112|45|add
1             136|48|add
2             112|52|add
3             136|133|add
4             136|52|add
5             116|112|add
6             112|104|add
7             112|88|add
8             112|38|add
9             136|92|add
10            112|33|add
11            117|112|add
12            136|45|add
13            112
14            136|112|add
15            136|116|add
16            136|104|add
17            136|38|add
18            136|33|add
19            136|117|add
#-----------------------------------------------------------------------
20            85|5|mult
21            67|25|mult
22            15|117|div
23            82|141|div
24            130|2|div
25            121|77|mult
26            55|25|mult
27            78|117|div
28            65|2|div
29            34|25|sub
30            140|25|mult
31            140|2|mult
32            103|65|mult
33            36|141|div
34            125|141|div
35            68|141|div
36            53|25|mult
37            107|141|div
38            132|141|div
39            68|25|mult
#-----------------------------------------------------------------------
40            45|117|div
41            5|81|div
42            131|40|sub
43            25|sq
44            32|141|div
45            75|0|sub
46            136|117|div
47            89|25|mult
48            32|5|add
49            107|2|div
50            73|117|div
51            40|5|add
52            103|51|mult
53            131|5|sub
54            101|117|div
55            5|0|sub
56            49|117|div
57            116|48|sub
58            48|38|sub
59            104|48|sub
#-----------------------------------------------------------------------
60            110|33|div
61            57|5|add
62            70|5|mult
63            5|2|div
64            27|33|div
65            109|33|div
66            102|117|div
67            51|5|sub
68            111|33|div
69            11|33|div
70            5|70|div
71            53|33|div
72            63|33|div
73            102|33|div
74            71|141|div
75            77|5|mult
76            115|141|div
77            15|141|div
78            34|141|div
79            142|141|div
#-----------------------------------------------------------------------
80            73|13|mult
81            61|117|div
82            61|13|mult
83            73|33|div
84            141|109|mult
85            123|35|mult
86            35|13|mult
87            121|25|mult
88            35|33|div
89            141|66|div
90            84|25|mult
91            25|13|mult
92            141|25|mult
93            118|117|div
94            95|117|div
95            35|117|div
96            50|8|mult
97            141|63|mult
98            58|50|mult
99            50|46|mult
#-----------------------------------------------------------------------
