# FEAT_ID     Feature Postfix Expression (RPN)
0             252|8|add
1             331|71|add
2             309|8|add
3             100|78|add
4             28|26|add
5             132|26|add
6             349|19|sub
7             349|132|add
8             78|8|add
9             26|8|add
10            137|132|add
11            304|221|sub
12            137|19|sub
13            100|26|add
14            371|66|add
15            112|26|add
16            349|8|add
17            137|8|add
18            26|2|add
19            304|26|add
#-----------------------------------------------------------------------
20            339|268|sub
21            212|40|add
22            313|5|add
23            212|26|add
24            276|30|mult
25            276|146|mult
26            350|312|sub
27            339|146|add
28            340|285|add
29            339|30|add
30            361|285|add
31            146|66|sub
32            361|212|add
33            340|221|add
34            313|66|sub
35            127|66|sub
36            361|221|add
37            101|66|sub
38            195|66|sub
39            350|66|sub
#-----------------------------------------------------------------------
40            31|18|add
41            281|68|mult
42            205|76|mult
43            314|276|mult
44            235|76|mult
45            302|276|mult
46            229|54|mult
47            276|208|mult
48            276|258|mult
49            269|54|mult
50            76|70|mult
51            54|39|mult
52            276|269|mult
53            276|4|mult
54            276|235|mult
55            229|76|mult
56            314|66|mult
57            76|39|mult
58            276|229|mult
59            276|39|mult
#-----------------------------------------------------------------------
60            271|121|add
61            220|153|div
62            67|18|sub
63            146|121|sub
64            67|153|div
65            209|18|sub
66            220|18|sub
67            121|30|sub
68            229|153|div
69            131|18|sub
70            127|121|sub
71            121|59|div
72            195|121|sub
73            209|121|add
74            220|121|add
75            121|67|add
76            131|121|add
77            121|75|sub
78            299|121|sub
79            121|120|add
#-----------------------------------------------------------------------
80            229|153|mult
81            281|87|mult
82            341|87|mult
83            93|40|div
84            298|96|mult
85            178|87|mult
86            31|154|div
87            93|3|mult
88            178|32|div
89            95|32|div
90            93|26|div
91            176|67|div
92            93|78|div
93            93|137|div
94            257|32|div
95            93|181|div
96            369|257|mult
97            341|32|div
98            281|32|div
99            93|32|div
#-----------------------------------------------------------------------
