# FEAT_ID     Feature Postfix Expression (RPN)
0             11|1|add
1             35|11|add
2             34|11|add
3             11|7|sub
4             25|11|add
5             12|11|sub
6             28|11|add
7             18|11|sub
8             24|11|sub
9             22|11|sub
10            19|11|add
11            11|9|sub
12            11|10|sub
13            11|1|div
14            11|3|sub
15            11|sq
16            11|8|div
17            17|11|add
18            11|cb
19            11
#-----------------------------------------------------------------------
20            39|11|sub
21            17|7|add
22            27|11|add
23            34|17|add
24            25|11|sub
25            7|3|sub
26            24|11|add
27            33|17|add
28            22|17|add
29            22|11|add
30            34|11|sub
31            23|11|sub
32            35|11|sub
33            11|9|add
34            31|17|add
35            11|1|sub
36            39|11|add
37            21|3|sub
38            33|11|add
39            14|11|add
#-----------------------------------------------------------------------
40            12|8|div
41            15|3|add
42            20|10|add
43            25|20|div
44            17|15|sub
45            20|3|add
46            18|3|add
47            22|17|sub
48            24|20|add
49            28|20|div
50            18|9|div
51            12|3|add
52            22|20|div
53            7|20|div
54            12|20|div
55            3|20|div
56            17|14|sub
57            9|20|div
58            3|8|div
59            17|12|sub
#-----------------------------------------------------------------------
60            25|10|add
61            25|24|add
62            20|18|add
63            17|10|sub
64            31|20|div
65            18|17|sub
66            27|17|sub
67            35|15|div
68            24|1|div
69            24|17|sub
70            20|inv
71            35|27|sub
72            17|20|div
73            34|20|div
74            35|10|sub
75            27|18|add
76            18|10|add
77            35|24|sub
78            19|20|div
79            24|18|add
#-----------------------------------------------------------------------
80            27|22|add
81            24|9|add
82            27|24|add
83            7|22|div
84            17|10|mult
85            28|27|mult
86            27|20|add
87            24|10|add
88            12|22|div
89            7|inv
90            22|1|div
91            34|10|add
92            24|22|add
93            24
94            34|24|add
95            10|3|mult
96            10|1|div
97            24|11|mult
98            27|1|div
99            11|10|mult
#-----------------------------------------------------------------------
